timestamp,cps,cps_err,usv_hr
1776898874.3970313,6.0,1.7320508075688772,0.075204
1776898876.4198096,6.0,1.7320508075688772,0.075204
1776898878.433749,5.0,1.5811388300841898,0.06267
1776898880.4400058,5.5,1.6583123951777,0.068937
1776898882.4530237,5.0,1.5811388300841898,0.06267
1776898884.5074804,3.5,1.3228756555322954,0.043869
1776898886.4948251,7.5,1.9364916731037085,0.094005
1776898888.5218773,5.0,1.5811388300841898,0.06267
1776898890.574176,4.0,1.4142135623730951,0.050136
1776898892.5974774,5.0,1.5811388300841898,0.06267
1776898894.6193535,5.0,1.5811388300841898,0.06267
1776898896.6355033,7.0,1.8708286933869707,0.087738
1776898898.651915,4.0,1.4142135623730951,0.050136
1776898900.6346655,6.0,1.7320508075688772,0.075204
1776898902.6603212,5.0,1.5811388300841898,0.06267
1776898904.673612,8.5,2.0615528128088303,0.106539
1776898906.6971793,5.0,1.5811388300841898,0.06267
1776898908.7420857,5.0,1.5811388300841898,0.06267
1776898910.746784,3.5,1.3228756555322954,0.043869
1776898912.751706,5.0,1.5811388300841898,0.06267
1776898914.821819,3.5,1.3228756555322954,0.043869
1776898916.792779,6.5,1.8027756377319946,0.081471
1776898918.8304107,4.5,1.5,0.056403
1776898920.8674169,4.5,1.5,0.056403
1776898922.864217,5.0,1.5811388300841898,0.06267
1776898924.8670957,6.0,1.7320508075688772,0.075204
1776898926.8998241,6.5,1.8027756377319946,0.081471
1776898928.904012,9.0,2.1213203435596424,0.112806
1776898930.9186532,5.5,1.6583123951777,0.068937
1776898932.9570732,5.5,1.6583123951777,0.068937
1776898934.9864666,5.5,1.6583123951777,0.068937
1776898937.0368853,4.5,1.5,0.056403
1776898939.0188408,5.5,1.6583123951777,0.068937
1776898941.0345929,4.5,1.5,0.056403
1776898943.0594816,8.0,2.0,0.100272
1776898945.072891,3.5,1.3228756555322954,0.043869
1776898947.1169775,7.0,1.8708286933869707,0.087738
1776898949.1089175,5.5,1.6583123951777,0.068937
1776898951.139147,6.5,1.8027756377319946,0.081471
1776898953.1780005,3.0,1.224744871391589,0.037602
1776898955.1860688,6.5,1.8027756377319946,0.081471
1776898957.2107239,8.0,2.0,0.100272
1776898959.2341409,7.5,1.9364916731037085,0.094005
1776898961.24871,7.0,1.8708286933869707,0.087738
1776898963.2399685,8.0,2.0,0.100272
1776898965.2567785,6.0,1.7320508075688772,0.075204
1776898967.279128,5.0,1.5811388300841898,0.06267
1776898969.3348372,7.0,1.8708286933869707,0.087738
1776898971.3205795,6.5,1.8027756377319946,0.081471
1776898973.3658938,6.0,1.7320508075688772,0.075204
1776898975.387097,6.0,1.7320508075688772,0.075204
1776898977.3785267,6.0,1.7320508075688772,0.075204
1776898979.4005704,4.5,1.5,0.056403
1776898981.4243212,5.0,1.5811388300841898,0.06267
1776898983.4556618,3.5,1.3228756555322954,0.043869
1776898985.4970245,6.0,1.7320508075688772,0.075204
1776898987.4694037,7.0,1.8708286933869707,0.087738
1776898989.485685,4.0,1.4142135623730951,0.050136
1776898991.5358548,6.0,1.7320508075688772,0.075204
1776898993.5352325,6.5,1.8027756377319946,0.081471
1776898995.5451694,4.5,1.5,0.056403
1776898997.5845582,5.0,1.5811388300841898,0.06267
1776898999.6133285,5.5,1.6583123951777,0.068937
1776899001.6603663,5.0,1.5811388300841898,0.06267
1776899003.6387444,5.0,1.5811388300841898,0.06267
1776899005.6722515,5.5,1.6583123951777,0.068937
1776899007.7072508,6.5,1.8027756377319946,0.081471
1776899009.7073143,11.0,2.345207879911715,0.137874
1776899011.7076182,4.5,1.5,0.056403
1776899013.7421043,7.0,1.8708286933869707,0.087738
1776899015.7681694,5.0,1.5811388300841898,0.06267
1776899017.7950115,7.5,1.9364916731037085,0.094005
1776899019.7999294,8.0,2.0,0.100272
1776899021.8269923,6.5,1.8027756377319946,0.081471
1776899023.833102,5.5,1.6583123951777,0.068937
1776899025.8582785,4.5,1.5,0.056403
1776899027.8655674,7.5,1.9364916731037085,0.094005
1776899029.8953545,5.5,1.6583123951777,0.068937
1776899031.92369,4.5,1.5,0.056403
1776899033.9384465,6.0,1.7320508075688772,0.075204
1776899035.9517927,7.0,1.8708286933869707,0.087738
1776899037.9699006,4.5,1.5,0.056403
1776899039.9961026,8.0,2.0,0.100272
1776899042.0014763,4.5,1.5,0.056403
1776899044.036124,6.5,1.8027756377319946,0.081471
1776899046.070689,4.0,1.4142135623730951,0.050136
1776899048.0877924,5.0,1.5811388300841898,0.06267
1776899050.1044896,4.5,1.5,0.056403
1776899052.1554842,8.5,2.0615528128088303,0.106539
1776899054.1513097,7.5,1.9364916731037085,0.094005
1776899056.1784909,7.5,1.9364916731037085,0.094005
1776899058.1722965,6.0,1.7320508075688772,0.075204
1776899060.1734598,3.5,1.3228756555322954,0.043869
1776899062.2030756,6.0,1.7320508075688772,0.075204
1776899064.2173812,6.0,1.7320508075688772,0.075204
1776899066.2284698,3.0,1.224744871391589,0.037602
1776899068.2664707,4.0,1.4142135623730951,0.050136
1776899070.2830253,7.0,1.8708286933869707,0.087738
1776899072.3170056,9.0,2.1213203435596424,0.112806
1776899074.309971,8.0,2.0,0.100272
1776899076.3210058,8.0,2.0,0.100272
1776899078.3481085,6.0,1.7320508075688772,0.075204
1776899080.3818498,7.5,1.9364916731037085,0.094005
1776899082.4087667,8.5,2.0615528128088303,0.106539
1776899084.4241154,8.0,2.0,0.100272
1776899086.465804,8.0,2.0,0.100272
1776899088.4836318,3.0,1.224744871391589,0.037602
1776899090.5025957,3.5,1.3228756555322954,0.043869
1776899092.497903,6.5,1.8027756377319946,0.081471
1776899094.5111175,9.5,2.179449471770337,0.119073
1776899096.53335,6.5,1.8027756377319946,0.081471
1776899098.5778751,7.5,1.9364916731037085,0.094005
1776899100.5961075,9.5,2.179449471770337,0.119073
1776899102.5714211,4.5,1.5,0.056403
1776899104.6340163,7.0,1.8708286933869707,0.087738
1776899106.6499414,6.5,1.8027756377319946,0.081471
1776899108.6355557,9.0,2.1213203435596424,0.112806
1776899110.6502774,6.0,1.7320508075688772,0.075204
1776899112.7278352,4.5,1.5,0.056403
1776899114.7242992,3.5,1.3228756555322954,0.043869
1776899116.75711,4.0,1.4142135623730951,0.050136
1776899118.730763,5.5,1.6583123951777,0.068937
1776899120.7533758,5.0,1.5811388300841898,0.06267
1776899122.7694774,8.0,2.0,0.100272
1776899124.8045957,4.5,1.5,0.056403
1776899126.8202987,5.5,1.6583123951777,0.068937
1776899128.851277,3.5,1.3228756555322954,0.043869
1776899130.8868694,6.0,1.7320508075688772,0.075204
1776899132.909146,4.0,1.4142135623730951,0.050136
1776899134.9226167,6.5,1.8027756377319946,0.081471
1776899136.912251,5.0,1.5811388300841898,0.06267
1776899138.9410481,4.0,1.4142135623730951,0.050136
1776899140.9608998,7.5,1.9364916731037085,0.094005
1776899143.0069923,4.5,1.5,0.056403
1776899145.0181842,9.5,2.179449471770337,0.119073
1776899147.0366986,7.5,1.9364916731037085,0.094005
1776899149.0300667,9.0,2.1213203435596424,0.112806
1776899151.0425475,9.0,2.1213203435596424,0.112806
1776899153.0695467,10.0,2.23606797749979,0.12534
1776899155.1128995,6.5,1.8027756377319946,0.081471
1776899157.1337786,9.0,2.1213203435596424,0.112806
1776899159.1539955,6.5,1.8027756377319946,0.081471
1776899161.151087,12.5,2.5,0.156675
1776899163.1698034,11.0,2.345207879911715,0.137874
1776899165.1840065,12.5,2.5,0.156675
1776899167.2280233,4.5,1.5,0.056403
1776899169.245819,11.5,2.3979157616563596,0.144141
1776899171.259263,8.0,2.0,0.100272
1776899173.2935429,12.5,2.5,0.156675
1776899175.2714689,5.5,1.6583123951777,0.068937
1776899177.3116753,13.0,2.5495097567963922,0.162942
1776899179.324983,11.0,2.345207879911715,0.137874
1776899181.3426113,5.5,1.6583123951777,0.068937
1776899183.375246,11.0,2.345207879911715,0.137874
1776899185.3983064,11.0,2.345207879911715,0.137874
1776899187.402791,13.5,2.598076211353316,0.169209
1776899189.4131358,9.0,2.1213203435596424,0.112806
1776899191.4245908,12.0,2.449489742783178,0.150408
1776899193.4511213,7.5,1.9364916731037085,0.094005
1776899195.5006433,9.0,2.1213203435596424,0.112806
1776899197.4790738,10.0,2.23606797749979,0.12534
1776899199.4944377,11.5,2.3979157616563596,0.144141
1776899201.554092,11.0,2.345207879911715,0.137874
1776899203.5771234,7.0,1.8708286933869707,0.087738
1776899205.55631,9.0,2.1213203435596424,0.112806
1776899207.606838,8.5,2.0615528128088303,0.106539
1776899209.6262658,9.5,2.179449471770337,0.119073
1776899211.637161,5.5,1.6583123951777,0.068937
1776899213.672247,8.5,2.0615528128088303,0.106539
1776899215.6855972,7.5,1.9364916731037085,0.094005
1776899217.7069428,6.5,1.8027756377319946,0.081471
1776899219.7253528,7.0,1.8708286933869707,0.087738
1776899221.7440784,8.5,2.0615528128088303,0.106539
1776899223.7757788,8.5,2.0615528128088303,0.106539
1776899225.7940469,5.5,1.6583123951777,0.068937
1776899227.8122537,7.0,1.8708286933869707,0.087738
1776899229.8066137,10.5,2.29128784747792,0.131607
1776899231.8192325,7.5,1.9364916731037085,0.094005
1776899233.8451793,9.5,2.179449471770337,0.119073
1776899235.8729138,10.0,2.23606797749979,0.12534
1776899237.8959155,7.0,1.8708286933869707,0.087738
1776899239.9120026,6.5,1.8027756377319946,0.081471
1776899241.9532065,6.0,1.7320508075688772,0.075204
1776899243.9349744,7.5,1.9364916731037085,0.094005
1776899245.9528937,6.5,1.8027756377319946,0.081471
1776899247.9927619,5.5,1.6583123951777,0.068937
1776899250.0091534,6.5,1.8027756377319946,0.081471
1776899252.0376096,7.0,1.8708286933869707,0.087738
1776899254.057764,6.5,1.8027756377319946,0.081471
